           NOMINAL TIMING      EARLY TIMING        LATE TIMING
 mo. yr.  mean +2sig -2sig ap mean +2sig -2sig ap mean +2sig -2sig ap
 BEGIN_DATA
11	2022	135	161	111	12	139	166	113	13	121	143	100	11	
12	2022	136	162	111	12	139	166	113	13	123	146	101	11	
1	2023	137	163	112	12	139	166	113	13	125	148	102	11	
2	2023	138	164	112	13	139	166	113	13	127	150	104	12	
3	2023	139	165	112	13	139	165	113	13	128	152	105	12	
4	2023	139	166	113	13	138	165	112	13	130	154	106	12	
5	2023	139	166	113	13	138	164	112	13	131	156	107	12	
6	2023	139	167	113	13	137	163	111	12	132	158	108	12	
7	2023	140	167	113	13	136	162	110	12	133	159	109	12	
8	2023	140	167	113	13	135	161	110	12	135	161	110	12	
9	2023	140	168	113	13	135	160	109	12	136	162	110	12	
10	2023	140	168	113	13	134	159	109	12	137	163	111	12	
11	2023	140	168	113	13	133	158	108	12	138	165	112	12	
12	2023	140	167	113	13	132	156	108	12	139	166	112	13	
1	2024	139	167	113	13	131	155	107	12	139	167	113	13	
2	2024	139	167	113	13	130	154	106	12	140	167	113	13	
3	2024	139	166	112	13	129	152	106	12	140	168	113	13	
4	2024	138	165	112	13	128	151	105	12	140	168	113	13	
5	2024	137	164	111	12	127	149	104	12	141	168	114	13	
6	2024	136	163	111	12	125	147	103	11	141	169	114	13	
7	2024	135	162	110	12	124	145	102	11	141	169	114	13	
8	2024	135	161	110	12	122	144	101	11	140	169	113	13	
9	2024	134	159	109	12	121	142	100	11	140	168	113	13	
10	2024	133	158	108	12	120	140	100	11	140	168	113	13	
11	2024	132	157	108	12	118	138	99	11	140	168	113	13	
12	2024	131	155	107	12	117	136	98	11	140	167	113	13	
1	2025	130	154	106	12	116	134	97	11	139	167	113	13	
2	2025	129	152	105	12	115	133	96	11	139	166	112	13	
3	2025	127	150	105	12	113	131	95	11	138	165	112	13	
4	2025	126	149	104	12	112	129	94	10	137	164	112	12	
5	2025	125	147	103	11	110	127	93	10	136	163	111	12	
6	2025	123	145	102	11	109	125	92	10	136	162	111	12	
7	2025	122	143	101	11	107	123	90	10	135	160	110	12	
8	2025	121	141	101	11	106	122	89	10	134	159	109	12	
9	2025	119	139	100	11	104	120	88	10	132	157	108	12	
10	2025	118	137	99	11	103	118	87	10	131	156	107	12	
11	2025	116	135	98	11	102	116	86	10	130	154	107	12	
12	2025	115	133	97	11	100	114	85	10	129	153	106	12	
1	2026	113	132	96	11	99	112	85	10	128	151	105	12	
2	2026	112	130	94	11	98	111	84	10	126	149	104	12	
3	2026	111	128	93	10	97	109	83	9	125	148	104	12	
4	2026	109	126	92	10	96	107	82	9	124	146	103	11	
5	2026	108	124	91	10	94	106	81	9	123	144	102	11	
6	2026	107	122	90	10	93	105	80	9	121	142	101	11	
7	2026	105	121	89	10	92	103	79	9	120	140	101	11	
8	2026	104	119	88	10	91	102	78	9	119	138	100	11	
9	2026	103	117	87	10	90	100	77	9	117	136	99	11	
10	2026	101	115	86	10	89	99	76	9	116	134	98	11	
11	2026	100	113	86	10	88	97	76	9	114	133	96	11	
12	2026	99	111	84	10	87	95	75	9	113	131	95	11	
1	2027	97	110	83	9	86	94	74	9	111	129	94	10	
2	2027	96	108	82	9	85	93	73	9	110	127	93	10	
3	2027	95	106	81	9	84	91	73	8	108	125	91	10	
4	2027	93	105	80	9	83	90	72	8	107	123	90	10	
5	2027	92	103	79	9	82	90	71	8	106	121	89	10	
6	2027	91	102	78	9	81	89	71	8	104	119	88	10	
7	2027	90	100	78	9	80	88	70	8	103	117	88	10	
8	2027	89	99	77	9	80	87	70	8	102	115	87	10	
9	2027	88	97	76	9	79	86	69	8	101	114	86	10	
10	2027	87	96	76	9	79	85	69	8	99	112	85	10	
11	2027	87	95	75	9	78	84	68	8	98	110	84	10	
12	2027	86	94	74	9	77	83	68	8	97	109	83	9	
1	2028	85	92	74	9	77	82	68	8	96	107	82	9	
2	2028	84	91	73	8	76	81	67	8	94	106	81	9	
3	2028	83	90	72	8	76	80	67	8	93	104	80	9	
4	2028	82	89	71	8	75	80	67	8	92	103	79	9	
5	2028	81	89	71	8	75	79	66	8	91	101	78	9	
6	2028	80	88	70	8	74	79	66	8	90	99	77	9	
7	2028	79	86	69	8	74	79	66	8	89	98	77	9	
8	2028	79	85	69	8	73	79	65	8	88	96	76	9	
9	2028	78	84	68	8	73	79	65	8	87	95	75	9	
10	2028	77	83	68	8	72	79	65	8	86	94	74	9	
11	2028	77	82	68	8	72	79	64	8	85	93	74	9	
12	2028	76	81	68	8	72	79	64	8	84	92	73	9	
1	2029	76	81	67	8	72	79	64	8	83	91	72	9	
2	2029	76	80	67	8	71	80	64	8	82	90	72	8	
3	2029	75	80	67	8	71	80	64	8	82	89	71	8	
4	2029	75	80	67	8	71	80	64	8	81	88	71	8	
5	2029	75	80	67	8	71	80	64	8	80	87	70	8	
6	2029	74	80	66	8	71	80	64	8	80	86	70	8	
7	2029	74	80	66	8	71	80	64	8	79	84	69	8	
8	2029	73	80	66	8	70	80	64	8	78	83	69	8	
9	2029	72	80	65	8	70	80	64	8	77	82	68	8	
10	2029	71	80	64	8	71	80	64	8	75	82	67	8	
11	2029	71	80	64	8	71	80	64	8	73	81	66	8	
12	2029	70	80	64	8	72	80	65	8	72	80	65	8	
1	2030	69	80	63	8	73	80	66	8	70	80	64	8	
2	2030	69	80	63	8	74	80	67	8	69	80	63	8	
3	2030	68	80	63	8	76	81	68	8	68	80	63	8	
4	2030	68	80	63	8	77	83	69	8	68	80	63	8	
5	2030	69	80	63	8	79	85	70	8	68	80	63	8	
6	2030	69	80	63	8	81	87	71	8	68	80	63	8	
7	2030	70	80	63	8	83	90	72	8	68	80	63	8	
8	2030	71	80	64	8	85	93	73	8	68	80	63	8	
9	2030	72	80	65	8	87	95	75	8	68	80	63	8	
10	2030	73	80	66	8	89	98	77	9	68	80	63	8	
11	2030	74	80	67	8	92	102	78	9	69	80	63	8	
12	2030	75	81	68	8	94	105	80	9	69	80	63	8	
1	2031	77	82	69	8	96	108	82	9	69	80	63	8	
2	2031	78	83	69	8	99	111	83	9	69	81	63	8	
3	2031	80	85	70	8	101	114	85	10	70	81	63	8	
4	2031	82	87	71	8	104	118	87	10	70	81	64	8	
5	2031	84	90	73	8	106	122	88	10	71	81	64	8	
6	2031	86	93	74	8	108	125	90	10	71	81	65	8	
7	2031	88	95	75	9	111	129	91	10	72	81	65	8	
8	2031	90	98	77	9	113	132	93	10	73	81	66	8	
9	2031	92	102	78	9	115	135	94	11	74	81	67	8	
10	2031	94	105	80	9	117	138	96	11	75	81	68	8	
11	2031	96	108	82	9	119	141	97	11	77	82	68	8	
12	2031	99	111	83	9	122	144	99	11	78	83	69	8	
1	2032	101	115	85	10	124	147	100	11	80	85	70	8	
2	2032	104	118	86	10	126	150	102	11	82	87	71	8	
3	2032	106	122	88	10	128	153	103	12	84	90	73	8	
4	2032	109	125	90	10	130	156	104	12	86	93	74	8	
5	2032	111	129	91	10	131	158	105	12	88	96	75	9	
6	2032	113	132	93	10	133	161	107	12	90	99	77	9	
7	2032	116	136	95	11	135	163	108	12	93	102	79	9	
8	2032	118	139	97	11	137	165	109	12	95	105	81	9	
9	2032	120	142	98	11	138	167	110	12	97	109	82	9	
10	2032	123	145	100	11	139	169	111	13	100	112	84	9	
11	2032	125	148	101	11	140	170	112	13	102	115	85	10	
12	2032	127	151	102	11	142	172	113	13	105	119	87	10	
1	2033	128	154	104	12	143	173	114	13	107	123	88	10	
2	2033	130	156	105	12	143	174	114	13	109	126	90	10	
3	2033	132	159	106	12	144	176	115	13	112	129	92	10	
4	2033	134	162	107	12	145	177	115	13	114	133	93	10	
5	2033	135	164	108	12	146	177	116	13	116	136	95	11	
6	2033	137	166	109	12	146	178	116	13	118	139	97	11	
7	2033	138	168	110	12	146	179	116	13	120	142	98	11	
8	2033	139	170	111	13	146	179	116	13	123	145	99	11	
9	2033	140	171	112	13	147	179	117	13	125	148	101	11	
10	2033	142	173	113	13	147	180	116	13	127	151	102	11	
11	2033	143	174	114	13	147	180	116	13	128	154	103	12	
12	2033	143	175	114	13	146	180	116	13	130	157	104	12	
1	2034	144	177	115	13	146	179	116	13	132	160	105	12	
2	2034	145	178	115	13	146	179	116	13	134	162	107	12	
3	2034	146	178	115	13	146	179	115	13	136	164	108	12	
4	2034	146	179	116	13	146	178	115	13	137	166	109	12	
5	2034	147	180	116	13	145	177	115	13	139	168	110	12	
6	2034	147	180	116	13	145	176	114	13	140	170	111	13	
7	2034	147	180	116	13	144	175	114	13	141	172	112	13	
8	2034	148	181	117	13	143	174	114	13	143	174	113	13	
9	2034	148	180	117	13	142	173	113	13	144	175	114	13	
10	2034	147	180	116	13	142	171	113	13	144	176	114	13	
11	2034	147	180	116	13	141	170	112	13	145	177	115	13	
12	2034	147	180	116	13	140	168	111	13	146	178	115	13	
1	2035	147	179	116	13	138	166	110	12	147	179	116	13	
2	2035	146	179	116	13	137	165	110	12	147	180	116	13	
3	2035	146	178	115	13	136	163	109	12	147	181	116	13	
4	2035	145	177	115	13	135	161	108	12	147	181	116	13	
5	2035	144	176	114	13	134	159	107	12	148	181	117	13	
6	2035	143	175	114	13	132	157	107	12	148	182	117	13	
7	2035	142	173	113	13	131	155	106	12	148	181	117	13	
8	2035	142	172	113	13	129	153	105	12	147	181	116	13	
9	2035	141	170	112	13	128	151	104	12	147	181	116	13	
10	2035	140	168	111	13	127	149	104	12	147	180	116	13	
11	2035	138	167	110	12	125	146	103	11	147	180	116	13	
12	2035	137	165	109	12	124	144	102	11	146	179	116	13	
1	2036	136	163	109	12	122	142	101	11	146	178	115	13	
2	2036	135	162	108	12	121	140	100	11	145	177	115	13	
3	2036	134	159	107	12	119	138	98	11	144	176	114	13	
4	2036	132	158	106	12	118	136	97	11	143	175	114	13	
5	2036	131	155	106	12	117	134	96	11	143	174	113	13	
6	2036	130	153	105	12	115	131	95	11	142	172	113	13	
7	2036	129	151	104	12	114	129	94	11	141	171	112	13	
8	2036	127	149	104	12	113	127	93	11	140	169	112	13	
9	2036	126	147	103	12	111	125	92	10	139	167	111	13	
10	2036	125	145	102	11	110	123	91	10	138	165	110	12	
11	2036	123	143	101	11	109	121	90	10	137	164	110	12	
12	2036	122	140	100	11	107	119	89	10	136	162	109	12	
1	2037	120	138	99	11	106	117	89	10	135	160	108	12	
2	2037	119	136	98	11	105	115	87	10	133	158	107	12	
3	2037	117	134	97	11	103	113	86	10	132	156	106	12	
4	2037	116	131	96	11	102	111	85	10	130	154	105	12	
5	2037	114	129	94	11	101	110	84	10	129	152	104	12	
6	2037	113	127	93	11	99	108	83	10	128	149	104	12	
7	2037	111	125	92	10	98	106	82	10	126	147	103	12	
8	2037	110	123	91	10	97	105	81	9	125	145	102	11	
9	2037	109	121	90	10	96	103	81	9	123	143	101	11	
10	2037	107	119	89	10	95	101	80	9	122	140	100	11	
11	2037	106	117	89	10	94	99	79	9	120	138	99	11	
12	2037	105	115	87	10	93	97	79	9	119	136	98	11	
1	2038	103	113	86	10	92	96	78	9	117	134	96	11	
2	2038	102	111	85	10	91	95	77	9	116	131	95	11	
3	2038	101	110	84	10	90	93	76	9	114	129	94	11	
4	2038	99	108	83	10	89	92	76	9	113	127	93	11	
5	2038	98	106	82	10	88	91	75	9	111	125	92	10	
6	2038	97	105	81	9	87	90	74	9	110	123	91	10	
7	2038	96	103	80	9	86	89	74	9	109	121	90	10	
8	2038	95	101	79	9	85	88	73	9	107	119	89	10	
9	2038	94	99	79	9	85	87	72	9	106	117	89	10	
10	2038	93	97	78	9	84	86	72	9	105	115	88	10	
11	2038	92	96	78	9	84	85	72	9	104	113	87	10	
12	2038	91	95	77	9	83	85	71	9	103	111	86	10	
1	2039	90	93	76	9	82	85	71	8	101	110	85	10	
2	2039	89	92	76	9	82	85	71	8	100	108	84	10	
3	2039	89	91	75	9	82	85	71	8	99	106	83	10	
4	2039	88	90	74	9	81	85	71	8	98	105	82	10	
5	2039	87	89	74	9	81	85	70	8	97	103	81	9	
6	2039	86	88	73	9	80	85	70	8	96	101	80	9	
7	2039	85	87	72	9	80	85	70	8	95	99	80	9	
8	2039	85	86	72	9	79	85	69	8	94	97	79	9	
9	2039	84	85	71	9	79	85	69	8	93	95	78	9	
10	2039	83	85	71	9	78	85	69	8	92	94	77	9	
11	2039	83	85	71	8	78	85	68	8	91	93	77	9	
12	2039	82	85	71	8	78	85	68	8	90	91	76	9	
1	2040	82	85	70	8	77	85	68	8	89	90	75	9	
2	2040	81	85	70	8	77	85	68	8	88	89	74	9	
3	2040	81	85	70	8	77	85	67	8	87	88	74	9	
4	2040	80	85	70	8	76	85	67	8	86	87	73	9	
5	2040	80	85	70	8	76	85	67	8	85	86	72	9	
6	2040	79	85	69	8	76	85	67	8	85	86	72	9	
7	2040	79	85	69	8	76	85	67	8	84	85	71	9	
8	2040	78	85	68	8	75	85	67	8	83	85	71	9	
9	2040	77	85	68	8	75	85	67	8	81	85	70	8	
10	2040	76	85	67	8	76	85	67	8	79	85	69	8	
11	2040	76	85	66	8	76	85	67	8	78	85	67	8	
12	2040	75	85	66	8	77	85	68	8	76	85	67	8	
1	2041	74	85	65	8	78	85	68	8	75	85	66	8	
2	2041	74	86	65	8	79	86	69	8	73	86	65	8	
3	2041	73	86	65	8	81	86	70	8	72	86	64	8	
4	2041	73	86	65	8	82	86	71	8	72	86	64	8	
5	2041	74	86	65	8	84	87	72	8	72	86	64	8	
6	2041	74	86	66	8	86	88	73	8	73	86	65	8	
7	2041	75	86	66	8	88	90	74	9	73	86	65	8	
8	2041	76	86	67	8	90	92	75	9	73	86	65	8	
9	2041	77	86	67	8	92	95	77	9	73	86	65	8	
10	2041	78	86	68	8	94	98	78	9	73	86	65	8	
11	2041	79	86	69	8	97	101	80	9	73	86	65	8	
12	2041	80	86	70	8	99	105	82	9	74	86	65	8	
1	2042	82	86	71	8	101	108	83	10	74	86	65	8	
2	2042	83	86	71	8	104	112	85	10	74	86	65	8	
3	2042	85	87	72	8	106	116	86	10	75	86	65	8	
4	2042	87	88	73	9	109	120	88	10	75	86	66	8	
5	2042	89	90	75	9	111	124	89	10	76	86	66	8	
6	2042	91	92	76	9	113	128	91	10	76	86	67	8	
7	2042	93	95	77	9	116	131	92	11	77	86	67	8	
8	2042	95	98	78	9	118	135	94	11	78	86	68	8	
9	2042	97	101	80	9	120	138	95	11	79	86	69	8	
10	2042	99	105	81	9	122	142	97	11	80	86	70	8	
11	2042	101	108	83	10	124	145	98	11	82	86	70	8	
12	2042	104	112	85	10	127	148	100	11	83	86	71	8	
1	2043	106	116	86	10	129	152	101	12	85	87	72	8	
2	2043	109	120	87	10	131	155	103	12	87	88	73	9	
3	2043	111	124	89	10	132	158	104	12	89	90	74	9	
4	2043	113	128	90	10	134	161	105	12	91	92	76	9	
5	2043	116	131	92	11	136	164	106	12	93	95	77	9	
6	2043	118	135	93	11	138	167	107	12	95	97	78	9	
7	2043	120	138	95	11	139	169	108	12	97	101	80	9	
8	2043	122	142	97	11	141	171	109	13	99	105	81	9	
9	2043	124	145	98	11	142	173	110	13	101	108	83	10	
10	2043	127	149	100	11	143	175	111	13	104	112	85	10	
11	2043	129	152	101	12	144	176	112	13	106	116	86	10	
12	2043	131	155	102	12	146	178	112	13	109	120	87	10	
1	2044	132	158	103	12	147	179	113	13	111	124	89	10	
2	2044	134	161	104	12	147	181	114	13	113	128	90	10	
3	2044	136	164	105	12	148	182	114	13	116	131	92	11	
4	2044	138	167	106	12	149	183	114	13	118	135	93	11	
5	2044	139	169	107	12	150	184	115	13	120	138	95	11	
6	2044	141	171	108	13	150	185	115	13	122	142	97	11	
7	2044	142	173	109	13	150	186	115	14	124	145	98	11	
8	2044	143	175	110	13	150	186	115	14	127	149	99	11	
9	2044	144	177	111	13	151	186	116	14	129	152	101	12	
10	2044	146	178	112	13	151	187	116	14	131	155	102	12	
11	2044	147	180	113	13	151	186	116	14	133	158	103	12	
12	2044	148	181	113	13	151	186	115	14	135	161	104	12	
1	2045	149	183	114	13	151	186	115	14	136	164	105	12	
2	2045	150	184	114	13	151	185	115	14	138	167	106	12	
3	2045	150	184	115	13	150	185	115	13	140	169	107	12	
4	2045	151	185	115	13	150	184	115	13	142	171	109	13	
5	2045	151	186	115	14	150	183	114	13	143	173	110	13	
6	2045	151	186	115	14	149	182	114	13	144	175	111	13	
7	2045	152	186	116	14	148	181	114	13	145	177	112	13	
8	2045	152	187	116	14	147	180	113	13	147	179	112	13	
9	2045	152	186	116	14	146	178	113	13	148	180	113	13	
10	2045	151	186	115	14	146	176	112	13	148	181	114	13	
11	2045	151	186	115	14	145	174	112	13	149	183	114	13	
12	2045	151	185	115	14	144	172	111	13	150	184	114	13	
1	2046	151	185	115	13	142	170	110	13	151	184	115	13	
2	2046	150	184	115	13	141	169	109	13	151	185	115	14	
3	2046	150	183	114	13	140	166	109	13	151	186	115	14	
4	2046	149	182	114	13	139	165	108	12	151	187	115	14	
5	2046	148	181	113	13	138	162	107	12	152	187	116	14	
6	2046	147	180	113	13	136	160	106	12	152	187	116	14	
7	2046	146	178	112	13	135	158	105	12	152	187	116	14	
8	2046	146	177	112	13	133	156	105	12	151	187	115	14	
9	2046	145	175	111	13	132	153	104	12	151	186	115	14	
10	2046	144	173	110	13	131	151	103	12	151	186	115	14	
11	2046	142	171	109	13	129	148	102	12	151	185	115	13	
12	2046	141	169	109	13	128	146	102	12	150	185	115	13	
1	2047	140	167	108	13	126	144	101	12	150	184	114	13	
2	2047	139	165	107	12	125	141	100	11	149	183	114	13	
3	2047	138	162	107	12	123	139	98	11	148	181	113	13	
4	2047	136	160	106	12	122	137	97	11	147	180	113	13	
5	2047	135	158	105	12	120	134	96	11	146	179	112	13	
6	2047	133	156	104	12	119	132	95	11	146	177	112	13	
7	2047	132	153	104	12	117	130	94	11	145	175	111	13	
8	2047	131	151	103	12	116	127	93	11	144	173	110	13	
9	2047	129	148	102	12	114	125	92	11	142	171	109	13	
10	2047	128	146	101	12	113	123	91	11	141	169	108	13	
11	2047	126	144	100	12	112	120	90	10	140	167	108	13	
12	2047	125	141	99	11	110	118	89	10	139	165	107	12	
1	2048	123	139	98	11	109	115	89	10	138	163	106	12	
2	2048	122	137	97	11	108	113	87	10	136	161	105	12	
3	2048	120	134	96	11	106	111	86	10	135	158	105	12	
4	2048	119	132	95	11	105	109	85	10	133	156	104	12	
5	2048	117	130	93	11	104	107	84	10	132	153	103	12	
6	2048	116	127	92	11	102	105	83	10	131	151	103	12	
7	2048	114	125	91	11	101	104	82	10	129	148	102	12	
8	2048	113	123	90	11	100	102	81	10	128	146	101	12	
9	2048	112	120	90	10	99	100	80	10	126	144	100	12	
10	2048	110	118	89	10	98	99	79	10	125	141	99	11	
11	2048	109	115	88	10	97	98	79	9	123	139	98	11	
12	2048	108	113	87	10	96	97	78	9	122	137	97	11	
1	2049	106	111	86	10	95	96	77	9	120	134	95	11	
2	2049	105	109	85	10	94	95	77	9	119	132	94	11	
3	2049	104	107	84	10	93	94	76	9	118	129	93	11	
4	2049	103	105	83	10	92	93	75	9	116	127	92	11	
5	2049	102	104	82	10	91	92	75	9	115	125	91	11	
6	2049	101	102	81	10	91	92	74	9	114	122	91	11	
7	2049	100	101	81	10	90	91	74	9	113	120	90	11	
 END_DATA
